timestamp,value,temp,precipitation,snowfall,windspeed
2014.7.2 14:00,18546,19.87053,0,0,4.072935
2014.7.2 15:00,17967,21.340528,0,0,6.8777895
2014.7.2 16:00,14634,22.000528,0,0,8.699793
2014.7.2 17:00,17430,21.87053,0,0,8.373386
2014.7.2 18:00,23633,21.670528,0,0,7.9932966
2014.7.2 19:00,24887,21.22053,0,0,10.009036
2014.7.2 20:00,22009,20.330528,0,0,11.304229
2014.7.2 21:00,20844,18.670528,0,0,12.475961
2014.7.2 22:00,22401,17.170528,0,0,11.212135
2014.7.2 23:00,17518,16.07053,0,0,10.587918
2014.7.3 0:00,12646,15.460529,0,0,10.685391
2014.7.3 1:00,8416,14.670529,0,0,10.495713
2014.7.3 2:00,5826,13.870529,0,0,10.630672
2014.7.3 3:00,3270,13.400529,0,0,11.753877
2014.7.3 4:00,3146,13.140529,0,0,13.53236
2014.7.3 5:00,3000,12.900529,0,0,13.979872
2014.7.3 6:00,6486,14.030529,0,0,16.575644
2014.7.3 7:00,12240,15.3005295,0,0,17.287498
2014.7.3 8:00,16778,17.000528,0,0,17.238699
2014.7.3 9:00,18350,19.330528,0,0,15.941944
2014.7.3 10:00,16097,21.750528,0,0,14.578888
2014.7.3 11:00,15893,23.500528,0,0,13.009903
2014.7.3 12:00,17604,24.82053,0,0,10.538843
2014.7.3 13:00,19045,26.81053,0,0,8.669949
2014.7.3 14:00,19363,27.63053,0,0,7.92
2014.7.3 15:00,18193,28.190529,0,0,6.9899354
2014.7.3 16:00,14615,28.45053,0,0,5.8048253
2014.7.3 17:00,17008,28.440529,0,0,6.519877
2014.7.3 18:00,21328,28.160528,0,0,9.007196
2014.7.3 19:00,29985,27.500528,0,0,9.3669195
2014.7.3 20:00,22684,26.240528,0,0,10.495713
2014.7.3 21:00,22663,24.280529,0,0,11.620809
2014.7.3 22:00,17136,22.190529,0,0,10.948973
2014.7.3 23:00,16166,20.63053,0,0,9.826088
2014.7.4 0:00,15591,19.37053,0,0,10.495713
2014.7.4 1:00,12535,18.48053,0,0,11.885453
2014.7.4 2:00,9980,17.830528,0,0,11.983188
2014.7.4 3:00,7200,17.31053,0,0,13.527572
2014.7.4 4:00,5657,16.910528,0,0,13.849477
2014.7.4 5:00,3459,16.89053,0,0,14.33234
2014.7.4 6:00,3595,17.910528,0,0,12.57426
2014.7.4 7:00,4828,19.410528,0,0,12.397806
2014.7.4 8:00,5165,21.12053,0,0,14.345898
2014.7.4 9:00,7338,23.29053,0,0,11.183201
2014.7.4 10:00,8623,25.430529,0,0,7.2359104
2014.7.4 11:00,11024,26.160528,0,0,9.449572
2014.7.4 12:00,13613,24.87053,0,0,17.148247
2014.7.4 13:00,15574,30.260529,0,0,13.450708
2014.7.4 14:00,18480,30.70053,0,0,12.015589
2014.7.4 15:00,16575,31.14053,0,0,7.771331
2014.7.4 16:00,14703,31.48053,0,0,9.9571085
2014.7.4 17:00,12105,31.07053,0,0,11.440978
2014.7.4 18:00,15487,29.580528,1,0,16.267857
2014.7.4 19:00,14999,22.05053,14.8,0,20.598795
2014.7.4 20:00,14415,22.47053,0.7,0,24.187069
2014.7.4 21:00,14036,21.100529,0,0,23.084955
2014.7.4 22:00,15593,19.670528,0,0,20.880001
2014.7.4 23:00,17984,19.23053,0,0,10.00256
2014.7.5 0:00,17576,18.740528,0,0,3.9763298
2014.7.5 1:00,14441,18.330528,0,0,9.504272
2014.7.5 2:00,11006,18.660528,0,0,8.669949
2014.7.5 3:00,8010,17.72053,0,0,5.4477882
2014.7.5 4:00,6407,17.38053,0,0,3.8773184
2014.7.5 5:00,3126,17.740528,0,0,7.7043357
2014.7.5 6:00,2550,18.010529,0,0,7.127636
2014.7.5 7:00,3658,18.80053,0.3,0,18.079027
2014.7.5 8:00,4682,19.090528,0,0,23.377836
2014.7.5 9:00,7454,20.90053,0,0,21.2522
2014.7.5 10:00,10280,22.490528,0,0,19.245697
2014.7.5 11:00,11595,22.21053,0,0,22.065973
2014.7.5 12:00,12623,21.07053,0,0,13.324863
2014.7.5 13:00,13263,23.910528,0,0,20.957443
2014.7.5 14:00,13822,24.05053,0,0,16.808569
2014.7.5 15:00,13919,25.330528,0,0,16.766108
2014.7.5 16:00,13179,24.510529,0,0,17.873556
2014.7.5 17:00,13897,25.20053,0,0,18
2014.7.5 18:00,14575,24.96053,0,0,16.215992
2014.7.5 19:00,18182,24.30053,0.1,0,14.205182
2014.7.5 20:00,14140,23.330528,0,0,10.739833
2014.7.5 21:00,15293,22.270529,0,0,5.0528407
2014.7.5 22:00,16048,21.37053,0,0,4.73506
2014.7.5 23:00,16391,20.57053,0,0,8.404285
2014.7.6 0:00,15427,19.48053,0,0,10.296251
2014.7.6 1:00,13124,18.64053,0,0,10.182337
2014.7.6 2:00,11134,18.23053,0,0,8.654987
2014.7.6 3:00,8624,18.190529,0,0,8.891343
2014.7.6 4:00,7167,17.770529,0,0,10.144082
2014.7.6 5:00,3103,17.490528,0,0,11.592895
2014.7.6 6:00,2510,18.090528,0,0,12.72283
2014.7.6 7:00,3189,19.990528,0,0,14.917212
2014.7.6 8:00,4122,22.12053,0,0,15.175612
2014.7.6 9:00,6360,24.97053,0,0,16.075521
2014.7.6 10:00,9372,26.500528,0,0,15.281989
2014.7.6 11:00,11595,27.23053,0,0,12.979984
2014.7.6 12:00,13715,28.610529,0,0,8.891344
2014.7.6 13:00,14296,30.180529,0,0,11.384198
2014.7.6 14:00,15473,30.88053,0,0,12.599998
2014.7.6 15:00,14661,31.39053,0,0,12.641076
2014.7.6 16:00,13700,31.440529,0,0,15.141414
2014.7.6 17:00,15392,30.20053,0,0,18.59845
2014.7.6 18:00,16893,29.170528,0,0,11.885453
2014.7.6 19:00,17025,28.38053,0,0,10.587917
2014.7.6 20:00,14487,27.240528,0.4,0,10.594036
2014.7.6 21:00,16135,24.40053,0.5,0,14.578888
2014.7.6 22:00,14025,22.670528,0.4,0,16.56
2014.7.6 23:00,13198,20.47053,0,0,14.417988
2014.7.7 0:00,8675,18.410528,0,0,19.110542
2014.7.7 1:00,5178,18.160528,0,0,12.6462
2014.7.7 2:00,3181,17.70053,0,0,5.4119864
2014.7.7 3:00,1944,17.48053,0.1,0,1.8
2014.7.7 4:00,2257,17.600529,0,0,4.6938257
2014.7.7 5:00,2575,17.750528,0,0,7.10031
2014.7.7 6:00,6346,18.21053,0,0,7.8954163
2014.7.7 7:00,12632,18.97053,0,0,6.725354
2014.7.7 8:00,16470,19.89053,0,0,3.2399998
2014.7.7 9:00,17792,20.990528,0,0,3.6
2014.7.7 10:00,14128,22.100529,0,0,3.2599385
2014.7.7 11:00,14154,23.250528,0,0,4.0249224
2014.7.7 12:00,15188,24.170528,0,0,3.219938
2014.7.7 13:00,15338,22.680529,0,0,9.360001
2014.7.7 14:00,16579,22.100529,0,0,9.726664
2014.7.7 15:00,16824,21.250528,0.2,0,8.913181
2014.7.7 16:00,15702,19.97053,1.4,0,9.726665
2014.7.7 17:00,17500,20.04053,0,0,7.928178
2014.7.7 18:00,21398,19.860529,0,0,8.557102
2014.7.7 19:00,22270,19.020529,0,0,10.495713
2014.7.7 20:00,18824,18.420528,0.1,0,12.24
2014.7.7 21:00,19707,17.56053,0,0,10.829959
2014.7.7 22:00,17755,17.030529,0.3,0,9.565437
2014.7.7 23:00,14955,16.850529,0.3,0,9.686609
2014.7.8 0:00,9292,16.580528,0.5,0,9.83268
2014.7.8 1:00,7352,16.20053,0.5,0,11.298495
2014.7.8 2:00,3451,15.450529,0.3,0,14.021525
2014.7.8 3:00,2125,15.460529,0.2,0,17.462782
2014.7.8 4:00,2069,14.200529,0.7,0,25.153671
2014.7.8 5:00,2375,13.910529,2.4,0,25.942488
2014.7.8 6:00,6537,13.390529,3.7,0,26.661882
2014.7.8 7:00,13565,13.600529,2.7,0,25.651104
2014.7.8 8:00,18310,13.600529,2.3,0,21.479666
2014.7.8 9:00,19564,13.660529,1.9,0,19.721298
2014.7.8 10:00,16507,14.0505295,1.2,0,16.746773
2014.7.8 11:00,16113,14.5505295,1,0,16.45007
2014.7.8 12:00,18120,15.410529,0.5,0,17.731598
2014.7.8 13:00,17870,15.330529,0.5,0,15.5843
2014.7.8 14:00,18971,15.990529,0.4,0,15.188415
2014.7.8 15:00,18646,15.830529,0.7,0,19.08
2014.7.8 16:00,15977,15.630529,0.7,0,21.38897
2014.7.8 17:00,17398,15.990529,0.6,0,24.482647
2014.7.8 18:00,23875,15.720529,0.4,0,23.759998
2014.7.8 19:00,25510,15.350529,0.4,0,24.119999
2014.7.8 20:00,21922,14.610529,0.1,0,25.210283
2014.7.8 21:00,22079,13.930529,0,0,25.56
2014.7.8 22:00,25209,13.530529,0,0,24.482647
2014.7.8 23:00,18320,13.020529,0.1,0,25.929996
2014.7.9 0:00,12053,12.930529,0,0,23.78453
2014.7.9 1:00,7740,12.790529,0.2,0,20.240196
2014.7.9 2:00,4667,12.630529,0.7,0,21.605999
2014.7.9 3:00,2678,12.530529,0.2,0,20.570463
2014.7.9 4:00,2475,12.3005295,0.1,0,24.130743
2014.7.9 5:00,2491,12.280529,0.1,0,20.892412
2014.7.9 6:00,6435,12.530529,0,0,21.9718
2014.7.9 7:00,13384,13.200529,0,0,22.682856
2014.7.9 8:00,18510,13.320529,0.1,0,23.051247
2014.7.9 9:00,19777,13.870529,0,0,21.96
2014.7.9 10:00,17243,14.360529,0,0,23.4
2014.7.9 11:00,16558,15.390529,0,0,25.562534
2014.7.9 12:00,18203,14.870529,0,0,26.341572
2014.7.9 13:00,18122,17.20053,0.1,0,25.630886
2014.7.9 14:00,18487,16.520529,0.1,0,24.031178
2014.7.9 15:00,18240,15.380529,0.9,0,24.031178
2014.7.9 16:00,15175,14.820529,1.2,0,21.829777
2014.7.9 17:00,17103,14.030529,0.9,0,22.104116
2014.7.9 18:00,22262,13.520529,0.9,0,21.24
2014.7.9 19:00,25995,13.000529,0.8,0,17.414476
2014.7.9 20:00,24995,12.780529,1.3,0,19.694992
2014.7.9 21:00,23458,12.490529,1.4,0,22.086521
2014.7.9 22:00,23955,12.140529,1,0,19.008545
2014.7.9 23:00,21896,12.400529,0.3,0,22.065973
2014.7.10 0:00,15185,12.400529,0.4,0,23.469128
2014.7.10 1:00,8847,11.970529,0.7,0,22.691423
2014.7.10 2:00,5247,12.240529,0.1,0,25.537172
2014.7.10 3:00,3440,12.350529,0,0,21.533897
2014.7.10 4:00,2779,12.5505295,0,0,20.188908
2014.7.10 5:00,2718,12.630529,0,0,19.164717
2014.7.10 6:00,6601,12.790529,0,0,18.331741
2014.7.10 7:00,13934,12.920529,0,0,19.386591
2014.7.10 8:00,19057,13.010529,0.2,0,19.35314
2014.7.10 9:00,19882,13.290529,0.2,0,20.364674
2014.7.10 10:00,16989,13.500529,0.1,0,20.957443
2014.7.10 11:00,16381,13.890529,0,0,22.33161
2014.7.10 12:00,18029,14.240529,0.1,0,22.682856
2014.7.10 13:00,17075,15.120529,0.1,0,18.359999
2014.7.10 14:00,18091,15.540529,0,0,16.595179
2014.7.10 15:00,17523,16.840528,0,0,15.119999
2014.7.10 16:00,14735,17.830528,0,0,14.154915
2014.7.10 17:00,16290,17.45053,0.3,0,13.358861
2014.7.10 18:00,21865,17.510529,0.4,0,10.137692
2014.7.10 19:00,26186,17.410528,0.6,0,12.313893
2014.7.10 20:00,23995,16.72053,0,0,13.698934
2014.7.10 21:00,25027,16.39053,0,0,10.1376915
2014.7.10 22:00,25643,16.22053,0,0,10.24578
2014.7.10 23:00,23154,16.06053,0,0,11.165805
2014.7.11 0:00,20051,16.250528,0,0,12.57426
2014.7.11 1:00,13107,16.47053,0,0,13.004921
2014.7.11 2:00,8444,16.520529,0,0,13.363711
2014.7.11 3:00,5375,16.420528,0.7,0,12.959999
2014.7.11 4:00,4183,16.530529,0.7,0,12.979984
2014.7.11 5:00,3134,16.37053,0.5,0,11.885453
2014.7.11 6:00,6725,16.530529,0.5,0,13.722565
2014.7.11 7:00,12952,16.920528,0.1,0,15.84409
2014.7.11 8:00,17565,17.48053,0.1,0,17.64
2014.7.11 9:00,19699,18.46053,0,0,17.673029
2014.7.11 10:00,16509,19.690529,0,0,17.64
2014.7.11 11:00,15636,19.32053,0.1,0,17.339897
2014.7.11 12:00,17668,19.170528,0.4,0,17.373497
2014.7.11 13:00,17124,19.250528,0,0,19.602652
2014.7.11 14:00,18371,19.940529,0,0,19.559633
2014.7.11 15:00,17898,18.95053,0,0,18.844202
2014.7.11 16:00,14688,19.010529,0,0,17.731598
2014.7.11 17:00,16924,19.830528,0,0,15.629972
2014.7.11 18:00,22665,19.030529,0,0,14.471821
2014.7.11 19:00,25111,18.70053,0.1,0,13.339445
2014.7.11 20:00,21701,18.23053,0.3,0,11.542478
2014.7.11 21:00,22630,17.280529,0,0,9.028754
2014.7.11 22:00,23892,17.100529,0,0,8.557102
2014.7.11 23:00,26039,16.830528,0,0,8.557102
2014.7.12 0:00,25871,16.62053,0,0,8.766573
2014.7.12 1:00,23243,16.38053,0.8,0,8.209263
2014.7.12 2:00,19221,16.30053,0,0,8.64
2014.7.12 3:00,13371,15.940529,0,0,8.669949
2014.7.12 4:00,10301,15.870529,0,0,6.8399997
2014.7.12 5:00,4507,15.780529,0,0,6.4799995
2014.7.12 6:00,3422,16.21053,0,0,6.2145634
2014.7.12 7:00,5347,17.31053,0,0,4.8433046
2014.7.12 8:00,7107,17.670528,0,0,4.68
2014.7.12 9:00,11022,18.38053,0,0,4.3349743
2014.7.12 10:00,13567,18.90053,0,0,4.379589
2014.7.12 11:00,15525,19.06053,0,0,5.154415
2014.7.12 12:00,17263,20.340528,0,0,6.8777895
2014.7.12 13:00,18578,19.780529,0,0,12.229406
2014.7.12 14:00,18076,19.87053,0.1,0,11.592894
2014.7.12 15:00,18580,19.65053,0.1,0,11.923557
2014.7.12 16:00,18140,19.47053,0.2,0,12.522619
2014.7.12 17:00,18980,19.39053,0.2,0,12.0694
2014.7.12 18:00,22483,19.360529,0.3,0,10.931203
2014.7.12 19:00,22801,19.37053,0.1,0,11.792404
2014.7.12 20:00,19864,18.79053,0,0,10.1376915
2014.7.12 21:00,20607,17.65053,0,0,9.746631
2014.7.12 22:00,21706,17.04053,0,0,10.538843
2014.7.12 23:00,25204,16.48053,0,0,10.594036
2014.7.13 0:00,25792,15.960529,0,0,9.826088
2014.7.13 1:00,23935,15.530529,0,0,10.137692
2014.7.13 2:00,19468,15.690529,0,0,12.0694
2014.7.13 3:00,14485,15.580529,0,0,12.10157
2014.7.13 4:00,11191,15.480529,0,0,9.290511
2014.7.13 5:00,4410,15.340529,0,0,8.39657
2014.7.13 6:00,3429,16.13053,0,0,8.435069
2014.7.13 7:00,3575,17.47053,0,0,11.090103
2014.7.13 8:00,5243,18.100529,0,0,13.039754
2014.7.13 9:00,8009,18.79053,0,0,12.074766
2014.7.13 10:00,13524,20.100529,0,0,11.592894
2014.7.13 11:00,14905,20.38053,0,0,11.923557
2014.7.13 12:00,17082,20.940529,0,0,13.450708
2014.7.13 13:00,18935,21.020529,0,0,11.183201
2014.7.13 14:00,22219,21.23053,0,0,14.764389
2014.7.13 15:00,20375,21.05053,0,0,17.698677
2014.7.13 16:00,16187,21.490528,0,0,18.775301
2014.7.13 17:00,14261,21.190529,0,0,16.981165
2014.7.13 18:00,21503,20.350529,0.2,0,13.797912
2014.7.13 19:00,18383,20.14053,0.2,0,12.605142
2014.7.13 20:00,16225,19.57053,0.3,0,11.252519
2014.7.13 21:00,17088,18.840528,0.1,0,9.178235
2014.7.13 22:00,15271,18.39053,0,0,5.634891
2014.7.13 23:00,12851,18.07053,0,0,3.6
2014.7.14 0:00,12484,18.090528,0,0,4.802999
2014.7.14 1:00,7393,17.020529,1,0,10.948973
2014.7.14 2:00,3479,16.410528,0.9,0,15.124284
2014.7.14 3:00,2027,15.570529,0.5,0,9.178235
2014.7.14 4:00,2091,15.400529,0.4,0,4.8965297
2014.7.14 5:00,2853,15.890529,0,0,7.7879906
2014.7.14 6:00,6603,16.15053,0,0,12.43434
2014.7.14 7:00,13395,16.850529,0,0,11.720751
2014.7.14 8:00,17601,17.98053,0,0,12.979984
2014.7.14 9:00,18515,18.830528,0,0,11.885453
2014.7.14 10:00,15316,18.65053,0,0,10.446206
2014.7.14 11:00,14818,20.240528,0,0,9.114471
2014.7.14 12:00,16536,20.72053,0,0,10.799999
2014.7.14 13:00,15548,20.190529,0,0,10.636766
2014.7.14 14:00,16726,20.30053,0,0,10.594036
2014.7.14 15:00,16550,20.270529,0,0,10.805999
2014.7.14 16:00,15657,21.670528,0,0,10.636766
2014.7.14 17:00,17584,21.410528,0,0,9.107359
2014.7.14 18:00,21968,21.330528,0,0,7.342588
2014.7.14 19:00,24416,20.95053,0,0,6.924738
2014.7.14 20:00,23549,20.270529,0,0,6.87779
2014.7.14 21:00,23114,19.330528,0,0,5.04
2014.7.14 22:00,22141,18.31053,0,0,4.1046314
2014.7.14 23:00,16682,17.39053,0,0,4.8433046
2014.7.15 0:00,10089,16.670528,0,0,6.28713
2014.7.15 1:00,6416,15.780529,0,0,6.489992
2014.7.15 2:00,3933,15.160529,0,0,5.4477882
2014.7.15 3:00,2089,14.850529,0,0,4.6938252
2014.7.15 4:00,2055,14.720529,0,0,4.0249224
2014.7.15 5:00,2449,14.190529,0,0,3.6
2014.7.15 6:00,7036,14.160529,0,0,3.671294
2014.7.15 7:00,14387,15.360529,0,0,3.2599385
2014.7.15 8:00,19091,16.740528,0,0,1.8
2014.7.15 9:00,20050,19.12053,0,0,1.484318
2014.7.15 10:00,17555,20.770529,0,0,3.2599385
2014.7.15 11:00,16312,22.190529,0,0,5.3999996
2014.7.15 12:00,18446,23.420528,0,0,6.130579
2014.7.15 13:00,17607,24.610529,0,0,8.699793
2014.7.15 14:00,22208,25.31053,0,0,9.028754
2014.7.15 15:00,17299,25.680529,0,0,9.511088
2014.7.15 16:00,13246,25.70053,0,0,10.685391
2014.7.15 17:00,15342,25.57053,0,0,10.00256
2014.7.15 18:00,23412,25.260529,0,0,9.19939
2014.7.15 19:00,27167,24.73053,0,0,8.0899935
2014.7.15 20:00,23392,23.860529,0,0,8.714677
2014.7.15 21:00,23477,22.440529,0,0,5.692099
2014.7.15 22:00,21389,21.20053,0,0,5.04
2014.7.15 23:00,18165,20.270529,0,0,3.7585104
2014.7.16 0:00,11815,19.65053,0,0,1.2979984
2014.7.16 1:00,7363,18.910528,0,0,0.8049845
2014.7.16 2:00,4559,18.240528,0,0,1.484318
2014.7.16 3:00,2830,17.580528,0,0,1.5273507
2014.7.16 4:00,2556,17.04053,0,0,1.9386592
2014.7.16 5:00,2486,16.72053,0,0,3.319036
2014.7.16 6:00,6723,17.32053,0,0,3.0547013
2014.7.16 7:00,14763,18.57053,0,0,3.219938
2014.7.16 8:00,20393,20.30053,0,0,3.2399998
2014.7.16 9:00,20124,22.340528,0,0,3.6
2014.7.16 10:00,17981,24.250528,0,0,5.991594
2014.7.16 11:00,16525,25.350529,0,0,6.489992
2014.7.16 12:00,18558,26.180529,0,0,7.072878
2014.7.16 13:00,17292,26.95053,0,0,7.072878
2014.7.16 14:00,17951,27.65053,0,0,5.4833565
2014.7.16 15:00,17442,28.05053,0,0,5.6920996
2014.7.16 16:00,14776,28.240528,0,0,5.815978
2014.7.16 17:00,16363,28.22053,0,0,4.829907
2014.7.16 18:00,22346,27.98053,0,0,3.7064266
2014.7.16 19:00,26225,27.48053,0,0,3.219938
2014.7.16 20:00,23811,26.760529,0,0,3.4152596
2014.7.16 21:00,24290,25.82053,0,0,1.9386592
2014.7.16 22:00,24269,24.82053,0,0,0.71999997
2014.7.16 23:00,21968,23.70053,0,0,1.1384199
2014.7.17 0:00,16928,22.39053,0,0,1.484318
2014.7.17 1:00,10087,19.64053,0,0,0.5091169
2014.7.17 2:00,6006,19.23053,0,0,2.16
2014.7.17 3:00,3676,18.920528,0,0,3.319036
2014.7.17 4:00,3205,18.420528,0,0,4.39436
2014.7.17 5:00,2887,17.920528,0,0,4.6938257
2014.7.17 6:00,7132,17.81053,0,0,5.0142193
2014.7.17 7:00,14558,19.170528,0,0,7.628263
2014.7.17 8:00,19124,21.55053,0,0,9.255571
2014.7.17 9:00,19379,24.06053,0,0,9.3876505
2014.7.17 10:00,17662,26.20053,0,0,9.72
2014.7.17 11:00,16579,27.54053,0,0,11.159999
2014.7.17 12:00,18760,28.47053,0,0,11.885453
2014.7.17 13:00,17608,29.38053,0,0,10.495713
2014.7.17 14:00,19122,29.98053,0,0,9.531505
2014.7.17 15:00,17267,30.30053,0,0,8.4042845
2014.7.17 16:00,13836,30.410528,0,0,7.9526596
2014.7.17 17:00,14313,30.360529,0,0,7.5685663
2014.7.17 18:00,21181,29.96053,0,0,9.227524
2014.7.17 19:00,24714,29.22053,0,0,9.826088
2014.7.17 20:00,23032,27.98053,0,0,10.086427
2014.7.17 21:00,25514,26.160528,0,0,9.686609
2014.7.17 22:00,25650,24.32053,0,0,8.404285
2014.7.17 23:00,23869,22.740528,0,0,8.161764
2014.7.18 0:00,20850,21.510529,0,0,8.404285
2014.7.18 1:00,14106,20.600529,0,0,10.233123
2014.7.18 2:00,8951,19.940529,0,0,11.304229
2014.7.18 3:00,6051,19.270529,0,0,11.090103
2014.7.18 4:00,4507,18.750528,0,0,10.296251
2014.7.18 5:00,3586,18.63053,0,0,9.387651
2014.7.18 6:00,7039,19.110529,0,0,10.144082
2014.7.18 7:00,13725,20.73053,0,0,12.397806
2014.7.18 8:00,17329,22.490528,0,0,15.137133
2014.7.18 9:00,19341,24.45053,0,0,15.716793
2014.7.18 10:00,16532,26.37053,0,0,15.978486
2014.7.18 11:00,16054,27.97053,0,0,15.893093
2014.7.18 12:00,17463,29.240528,0,0,16.039202
2014.7.18 13:00,16668,31.440529,0,0,17.072504
2014.7.18 14:00,17811,32.05053,0,0,15.646544
2014.7.18 15:00,17080,32.46053,0,0,14.578888
2014.7.18 16:00,13538,32.50053,0,0,14.458382
2014.7.18 17:00,15019,32.19053,0,0,15.034041
2014.7.18 18:00,21583,31.510529,0,0,15.141414
2014.7.18 19:00,25123,30.330528,0,0,14.84318
2014.7.18 20:00,22761,28.54053,0,0,14.512064
2014.7.18 21:00,23985,25.940529,0,0,13.397612
2014.7.18 22:00,23855,23.55053,0,0,12.096214
2014.7.18 23:00,25863,21.990528,0,0,12.261157
2014.7.19 0:00,26100,21.410528,0,0,13.684735
2014.7.19 1:00,22657,20.64053,0,0,14.186923
2014.7.19 2:00,18524,20.07053,0,0,13.830749
2014.7.19 3:00,13179,19.510529,0,0,14.336861
2014.7.19 4:00,10478,18.930529,0,0,13.896187
2014.7.19 5:00,4561,18.660528,0,0,15.1884165
2014.7.19 6:00,3607,19.38053,0,0,15.778518
2014.7.19 7:00,5423,20.760529,0,0,17.25373
2014.7.19 8:00,7064,23.06053,0,0,19.011953
2014.7.19 9:00,10874,25.360529,0,0,18
2014.7.19 10:00,13164,27.590528,0,0,14.332341
2014.7.19 11:00,16030,29.87053,0,0,11.659777
2014.7.19 12:00,17751,31.680529,0,0,9.3669195
2014.7.19 13:00,18557,32.290527,0,0,12.313893
2014.7.19 14:00,17538,33.25053,0,0,13.1041975
2014.7.19 15:00,17580,33.83053,0,0,13.441071
2014.7.19 16:00,16959,34.09053,0,0,8.350138
2014.7.19 17:00,18155,34.16053,0,0,4.072935
2014.7.19 18:00,20793,34.02053,0,0,6.439876
2014.7.19 19:00,23493,33.200527,0,0,8.557102
2014.7.19 20:00,20183,30.690529,0,0,10.1887
2014.7.19 21:00,21555,27.88053,0,0,11.988594
2014.7.19 22:00,22512,27.090528,0,0,11.457958
2014.7.19 23:00,25424,26.95053,0,0,8.669949
2014.7.20 0:00,25137,26.90053,0,0,5.6920996
2014.7.20 1:00,23058,26.270529,0,0,5.0911684
2014.7.20 2:00,19217,23.740528,0,0,6.297428
2014.7.20 3:00,14293,22.920528,0,0,5.692099
2014.7.20 4:00,11166,22.180529,0,0,4.829907
2014.7.20 5:00,4877,21.46053,0,0,5.4833565
2014.7.20 6:00,3412,22.350529,0.1,0,2.5959969
2014.7.20 7:00,3922,22.12053,0,0,8.891343
2014.7.20 8:00,5601,23.32053,0,0,2.8116899
2014.7.20 9:00,8425,24.910528,0,0,4.32
2014.7.20 10:00,11800,26.430529,0,0,6.12
2014.7.20 11:00,14835,27.990528,0,0,6.1305785
2014.7.20 12:00,16763,28.440529,0,0,4.3349743
2014.7.20 13:00,17439,22.54053,0.5,0,15.277749
2014.7.20 14:00,18605,23.510529,0,0,12.738099
2014.7.20 15:00,17579,22.82053,0.5,0,16.279802
2014.7.20 16:00,16526,20.55053,0.2,0,21.794127
2014.7.20 17:00,17381,20.63053,0.2,0,16.394829
2014.7.20 18:00,19127,20.64053,0,0,18.899143
2014.7.20 19:00,18812,20.190529,0.6,0,20.037485
2014.7.20 20:00,16497,18.97053,0.4,0,22.553936
2014.7.20 21:00,17334,17.71053,1.3,0,26.282465
2014.7.20 22:00,16469,17.430529,1,0,19.995398
2014.7.20 23:00,13973,17.340528,0.3,0,8.225035
2014.7.21 0:00,9494,17.45053,0,0,4.3498964
2014.7.21 1:00,5611,17.45053,0,0,5.0142193
2014.7.21 2:00,3370,17.280529,0,0,5.1544156
2014.7.21 3:00,2093,16.850529,0.1,0,9
2014.7.21 4:00,2482,16.840528,0.2,0,10.630672
2014.7.21 5:00,2968,16.920528,0.1,0,15.281989
2014.7.21 6:00,6868,17.38053,0,0,20.188908
2014.7.21 7:00,13095,17.030529,0.4,0,19.513195
